T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
20.7,23.8,14.0,1013.2,73.0,29.9,8.0,10.7,0.0
19.9,23.2,14.5,1013.9,73.0,28.8,6.3,7.2,0.0
21.7,25.2,15.0,1012.0,70.0,29.9,6.5,7.2,0.0
20.3,23.2,14.4,1013.4,77.0,28.0,5.7,10.7,0.0
18.9,20.8,15.0,1013.3,85.0,28.0,7.2,7.2,0.0
20.2,23.8,14.6,1012.9,73.0,28.0,7.2,7.2,0.0
19.4,25.0,14.0,1012.7,79.0,22.0,5.7,7.2,0.0
19.3,22.4,12.6,1012.4,81.0,28.0,6.5,7.2,0.0
19.7,24.0,13.5,1011.5,75.0,29.9,6.5,7.2,0.0
18.9,21.0,15.0,1012.0,83.0,28.0,8.1,10.7,0.0
19.0,23.0,15.2,1013.4,82.0,24.9,6.3,7.2,0.0
20.5,23.6,14.0,1011.7,75.0,28.0,6.3,7.2,0.0
21.1,23.6,17.0,1011.4,77.0,24.9,8.1,14.4,0.0
19.2,22.6,13.5,1012.0,81.0,29.9,9.1,14.4,0.0
19.3,22.4,14.5,1012.1,76.0,26.1,7.2,7.2,0.0
21.6,25.2,14.0,1010.1,68.0,27.5,8.1,10.7,0.0
19.7,22.6,13.6,1012.2,79.0,24.9,6.3,7.2,0.0
19.8,23.0,15.5,1012.1,74.0,24.9,7.2,7.2,0.0
19.3,24.2,13.0,1012.4,78.0,22.7,6.3,7.2,0.0
19.5,24.0,13.5,1012.6,79.0,29.9,6.3,7.2,0.0
20.4,25.4,14.5,1012.6,64.0,29.9,7.2,7.2,0.0
19.6,23.4,13.2,1011.7,79.0,26.1,5.4,7.2,0.0
20.6,24.0,13.5,1013.3,76.0,20.0,6.3,7.2,0.0
21.4,25.6,13.8,1010.6,72.0,20.9,9.1,14.4,0.0
22.6,27.0,13.0,1009.0,60.0,29.9,6.3,7.2,0.0
19.6,24.0,14.0,1011.9,79.0,29.9,6.3,14.4,0.0
21.5,25.0,14.0,1010.5,70.0,27.5,7.2,7.2,0.0
21.1,25.6,15.0,1010.6,75.0,28.0,8.0,14.4,0.0
22.6,27.4,15.0,1007.8,64.0,29.9,6.3,7.2,0.0
21.2,27.2,14.5,1007.7,68.0,28.0,6.5,7.2,0.0
21.5,25.6,13.5,1008.5,70.0,29.9,8.0,14.4,0.0
22.4,26.0,17.2,1008.8,59.0,29.9,10.7,21.7,0.0
21.3,26.2,14.0,1010.7,66.0,29.9,8.0,14.4,0.0
21.9,27.4,14.0,1009.4,64.0,29.9,8.0,14.4,0.0
22.2,26.4,14.0,1009.2,61.0,29.9,6.5,7.2,0.0
22.3,25.6,14.0,1008.9,60.0,29.9,7.2,7.2,0.0
22.2,26.6,14.5,1008.5,60.0,29.9,6.5,7.2,0.0
19.8,23.6,13.4,1013.1,70.0,28.0,6.3,7.2,0.0
20.7,24.6,13.5,1011.5,68.0,29.9,7.2,7.2,0.0
21.2,25.2,14.0,1008.9,63.0,29.9,6.5,7.2,0.0
22.3,26.6,13.0,1009.0,59.0,28.0,7.2,7.2,0.0
22.3,26.8,12.5,1009.9,37.0,29.9,8.1,14.4,0.0
21.1,26.2,10.5,1010.7,43.0,29.9,5.7,7.2,0.0
21.2,25.2,8.9,1010.7,47.0,29.9,7.2,7.2,0.0
21.4,27.2,10.0,1011.4,53.0,29.9,8.0,14.4,0.0
19.4,25.2,11.5,1016.1,60.0,28.8,8.1,14.4,0.0
19.3,24.0,8.5,1013.8,51.0,28.0,7.2,7.2,0.0
20.5,26.2,6.0,1011.4,35.0,29.9,8.0,10.7,0.0
19.6,24.8,5.2,1011.6,43.0,29.9,6.5,7.2,0.0
21.1,27.2,7.5,1009.9,47.0,29.9,6.5,7.2,0.0
22.2,27.2,10.5,1008.0,49.0,29.9,9.8,14.4,0.0
21.5,26.6,9.4,1008.9,50.0,29.9,6.5,7.2,0.0
20.7,26.2,8.0,1009.8,51.0,29.9,6.5,7.2,0.0
20.9,25.8,8.0,1009.8,50.0,29.9,6.5,7.2,0.0
20.9,26.0,8.0,1010.2,51.0,29.9,6.5,7.2,0.0
22.7,28.2,9.5,1009.1,41.0,29.9,7.2,7.2,0.0
22.0,28.0,10.0,1009.9,42.0,28.0,9.1,14.4,0.0
20.7,25.6,7.5,1011.4,33.0,29.9,8.0,10.7,0.0
20.6,26.2,4.5,1009.3,34.0,29.9,7.2,7.2,0.0
20.3,25.0,5.6,1010.7,43.0,29.9,7.2,7.2,0.0
21.7,25.4,12.6,1009.8,44.0,29.9,7.2,7.2,0.0
20.7,26.2,8.5,1010.5,46.0,29.9,6.3,7.2,0.0
20.5,25.0,8.8,1010.6,56.0,29.9,7.2,7.2,0.0
23.6,25.8,8.5,1009.1,44.0,29.9,7.2,7.2,0.0
20.8,26.8,7.0,1010.3,46.0,29.9,7.2,7.2,0.0
24.4,27.5,9.5,1007.7,33.0,29.9,6.3,7.2,0.0
21.9,26.2,9.5,1008.6,49.0,29.9,8.1,14.4,0.0
22.3,25.6,7.0,1008.9,31.0,29.9,7.2,7.2,0.0
22.6,25.6,6.0,1010.1,35.0,29.9,7.2,7.2,0.0
